attendance_percentage,absence_streak,late_count,attendance_trend,classes_attended,classes_missed,quiz_average,assignment_average,learning_minutes,course_completion,previous_exam_score,recent_score_trend,risk_label,predicted_performance,engagement_level,is_anomaly
47.6,6,5,0.191,24,26,47.6,51.2,207.5,41.2,71.3,-0.391,HIGH,54.2,LOW,1
92.3,0,1,0.037,44,4,93.8,89.4,370.2,90.9,88.6,0.107,LOW,93.2,HIGH,1
81.6,0,0,0.031,41,9,64.1,62.8,309.0,70.4,65.2,-0.055,LOW,72.2,MEDIUM,1
88.2,0,2,-0.171,39,5,75.1,85.1,424.9,95.0,78.2,-0.354,LOW,85.5,HIGH,1
89.4,0,3,0.268,43,5,74.7,99.0,377.9,81.7,80.3,-0.337,LOW,85.1,HIGH,1
88.9,0,3,-0.211,36,4,86.3,75.9,475.5,87.9,96.8,-0.017,LOW,82.9,HIGH,1
49.2,5,3,0.154,24,25,74.3,65.7,326.6,60.8,73.5,-0.084,HIGH,66.9,MEDIUM,1
74.0,8,1,-0.95,35,12,75.7,73.8,421.4,80.7,68.8,0.12,LOW,78.7,HIGH,-1
79.1,0,0,0.237,46,12,93.2,62.8,388.4,80.0,80.8,0.088,LOW,77.0,HIGH,1
47.9,4,2,-0.237,26,29,50.6,51.0,254.3,58.1,60.8,0.106,HIGH,56.7,LOW,1
46.0,6,4,-0.095,24,28,98.0,55.9,10.0,63.7,52.3,-0.192,HIGH,52.0,MEDIUM,-1
88.1,0,2,0.221,39,5,62.4,79.2,364.8,84.6,74.1,-0.032,LOW,66.5,HIGH,1
66.5,0,2,-0.222,38,19,54.9,89.6,332.9,72.2,63.9,0.13,MEDIUM,65.8,MEDIUM,1
76.8,0,3,-0.009,37,11,84.6,68.0,471.9,87.0,78.2,-0.035,LOW,73.4,HIGH,1
80.0,0,2,0.178,34,9,72.6,67.8,335.6,57.8,81.6,0.291,LOW,69.7,MEDIUM,1
84.5,0,3,0.475,45,8,71.6,68.8,324.4,66.8,77.4,-0.104,LOW,82.7,HIGH,1
97.3,1,5,0.009,45,1,73.0,95.8,445.6,89.6,85.0,0.159,LOW,84.4,HIGH,1
76.1,0,3,-0.236,39,12,81.2,68.6,324.7,67.0,70.8,0.058,LOW,75.4,HIGH,1
87.5,0,1,0.295,40,6,73.8,96.1,361.5,88.2,89.0,-0.152,LOW,86.2,HIGH,1
92.3,1,2,0.178,46,4,67.3,84.8,459.0,86.2,67.4,0.223,LOW,76.8,HIGH,1
70.8,3,0,0.506,38,16,70.7,87.8,316.6,73.1,75.8,-0.135,MEDIUM,70.8,HIGH,1
93.3,0,2,0.264,43,3,87.8,82.7,449.6,89.0,87.3,0.158,LOW,83.9,HIGH,1
82.3,0,2,0.474,49,10,74.2,75.2,424.7,68.8,84.9,0.221,LOW,74.6,HIGH,1
66.4,0,3,0.27,37,19,61.9,72.2,284.9,74.6,69.5,0.224,LOW,64.4,MEDIUM,1
92.0,1,1,0.016,40,4,81.7,95.0,393.6,85.5,88.0,0.019,LOW,89.4,HIGH,1
63.9,0,3,-0.281,30,17,50.6,71.5,280.0,67.7,55.1,-0.29,MEDIUM,59.8,MEDIUM,1
58.8,2,1,0.082,29,20,72.2,71.9,313.7,58.1,81.4,0.103,MEDIUM,68.8,MEDIUM,1
62.4,1,5,-0.226,28,17,70.7,69.0,272.3,85.7,72.3,0.436,MEDIUM,69.7,MEDIUM,1
84.4,0,4,-0.021,35,6,89.4,76.1,379.0,74.0,72.7,0.469,LOW,77.8,HIGH,1
86.8,8,3,-0.95,38,6,68.4,84.4,255.8,97.0,92.0,-0.171,LOW,76.7,HIGH,-1
74.1,2,2,-0.087,36,13,53.2,75.8,271.9,66.5,57.2,0.087,MEDIUM,65.0,MEDIUM,1
88.7,0,5,-0.505,37,5,61.5,82.3,384.1,79.7,60.0,-0.191,LOW,70.5,HIGH,1
59.5,3,2,-0.055,31,21,52.8,54.7,312.7,63.3,53.3,0.432,HIGH,56.4,MEDIUM,1
85.4,0,0,-0.118,47,8,63.3,73.2,388.7,80.2,76.9,0.2,LOW,78.5,HIGH,1
72.4,1,3,-0.337,39,15,77.5,73.1,413.4,69.0,93.1,0.067,MEDIUM,81.6,HIGH,1
72.9,0,5,0.364,30,11,65.6,59.6,371.9,67.5,66.9,0.179,LOW,66.4,MEDIUM,1
72.2,1,3,-0.331,30,12,68.2,79.9,315.4,85.2,78.0,-0.475,MEDIUM,74.7,MEDIUM,1
80.1,0,4,0.438,47,12,67.8,64.4,383.3,61.4,65.2,-0.089,LOW,72.5,MEDIUM,1
85.3,1,2,0.3,49,8,75.6,70.8,329.8,84.9,84.9,0.098,LOW,83.5,MEDIUM,1
26.2,4,1,-0.116,15,44,56.1,55.4,163.4,50.3,54.4,-0.209,HIGH,50.5,LOW,1
84.7,0,1,-0.254,50,9,95.9,64.4,415.3,78.3,91.4,-0.072,LOW,91.2,HIGH,1
92.3,0,2,-0.448,50,4,91.9,88.4,379.8,73.8,100.0,0.136,LOW,94.2,HIGH,1
88.0,0,4,-0.117,39,5,79.4,67.5,320.2,83.3,83.8,0.165,LOW,79.8,HIGH,1
78.7,0,1,-0.662,39,11,70.8,79.5,367.4,64.7,76.9,-0.046,LOW,71.3,HIGH,1
76.6,0,0,-0.601,32,10,87.8,69.7,412.9,69.7,77.8,0.008,LOW,82.4,MEDIUM,1
95.0,0,3,0.356,46,2,71.2,84.2,437.7,81.8,74.1,-0.216,LOW,78.4,HIGH,1
80.3,0,4,0.704,37,9,75.0,73.6,420.0,75.8,63.2,-0.149,LOW,74.9,HIGH,1
83.7,8,2,-0.95,34,7,62.9,70.1,391.5,74.9,69.7,0.209,LOW,62.7,HIGH,-1
62.9,0,2,-0.24,34,20,80.5,45.0,307.6,55.9,72.2,-0.245,MEDIUM,62.2,MEDIUM,1
90.5,0,5,-0.08,46,5,96.9,68.3,417.8,77.9,78.5,0.277,LOW,88.7,HIGH,1
79.7,0,1,0.369,44,11,59.3,58.9,324.6,77.7,63.8,0.28,LOW,59.6,MEDIUM,1
56.4,5,4,-0.714,31,24,46.8,59.2,256.0,82.9,52.8,0.147,HIGH,57.5,MEDIUM,1
92.4,0,1,0.157,51,4,75.1,88.0,412.8,72.5,71.0,0.158,LOW,77.3,HIGH,1
92.7,0,2,0.652,54,4,88.0,98.0,396.8,84.3,86.4,-0.303,LOW,86.1,HIGH,1
81.2,0,3,0.149,34,8,65.9,87.9,321.0,82.7,66.2,0.17,LOW,74.3,HIGH,1
61.1,1,0,-0.337,36,23,56.5,75.5,289.5,65.8,63.1,-0.247,MEDIUM,57.0,MEDIUM,1
91.9,0,5,0.56,40,3,88.4,97.6,488.4,89.2,91.4,-0.424,LOW,88.2,HIGH,1
90.3,0,3,0.672,36,4,83.1,92.3,441.4,86.5,79.7,0.101,LOW,88.8,HIGH,1
49.5,3,2,0.201,23,24,58.5,80.7,217.8,69.2,56.2,0.479,HIGH,66.5,MEDIUM,1
82.3,0,1,0.075,44,10,76.7,79.2,342.1,91.8,83.0,-0.152,LOW,79.0,HIGH,1
64.8,2,0,0.004,29,15,70.5,74.7,355.3,82.6,65.9,0.142,MEDIUM,74.4,MEDIUM,1
93.5,0,3,0.556,55,4,91.4,68.9,426.7,72.7,88.2,0.136,LOW,82.0,HIGH,1
69.9,2,1,-0.398,36,15,80.0,57.9,312.0,58.4,73.0,0.041,MEDIUM,68.0,MEDIUM,1
72.0,1,3,-0.164,42,17,64.5,80.1,364.8,66.0,74.8,-0.353,LOW,67.0,HIGH,1
46.6,6,4,-0.123,28,31,56.8,49.9,241.4,42.8,55.6,0.078,HIGH,47.7,LOW,1
78.4,1,6,-0.205,34,9,66.8,75.7,351.6,62.7,80.2,0.406,LOW,74.2,MEDIUM,1
87.8,0,3,-0.258,47,7,83.8,97.1,378.1,100.0,100.0,0.27,LOW,87.5,HIGH,1
89.0,0,1,-0.067,40,5,67.4,79.9,322.2,89.4,75.8,-0.449,LOW,77.2,HIGH,1
62.0,8,2,-0.95,27,17,52.3,73.1,258.6,64.8,47.8,0.305,MEDIUM,56.4,MEDIUM,-1
55.8,5,4,-0.542,28,22,57.1,62.2,292.5,61.1,67.7,0.012,HIGH,64.1,MEDIUM,1
77.6,1,1,0.147,41,12,48.5,84.9,296.6,73.2,58.3,0.342,LOW,64.7,MEDIUM,1
90.0,0,2,0.186,45,5,35.9,87.3,302.9,76.3,36.7,-0.343,LOW,62.8,HIGH,1
85.4,0,1,-0.313,41,7,82.0,85.5,335.4,89.7,81.1,-0.126,LOW,78.7,HIGH,1
74.0,0,2,0.217,36,13,77.3,81.3,354.0,80.1,87.8,0.039,LOW,80.6,HIGH,1
87.0,0,3,0.155,39,6,66.4,74.2,371.2,72.3,77.1,0.337,LOW,72.2,HIGH,1
77.3,1,4,-0.204,39,11,71.3,99.0,313.9,98.8,78.0,-0.023,LOW,82.7,HIGH,1
86.5,1,6,0.108,42,6,95.6,76.7,411.8,91.3,100.0,-0.113,LOW,89.2,HIGH,1
43.7,2,2,-0.169,19,25,54.5,57.2,245.3,46.5,52.2,-0.015,HIGH,52.1,MEDIUM,1
95.2,0,1,0.211,47,2,97.1,74.6,442.8,71.9,100.0,0.502,LOW,93.4,HIGH,1
75.6,0,3,0.367,45,14,64.0,74.1,341.6,77.9,65.0,-0.226,LOW,68.7,HIGH,1
89.8,0,2,0.345,48,5,81.3,82.5,368.6,100.0,78.9,-0.086,LOW,89.0,HIGH,1
86.8,1,1,0.113,39,6,83.5,77.2,402.0,73.4,68.0,-0.232,LOW,78.8,HIGH,1
70.2,1,2,-0.167,30,13,63.4,84.8,318.6,83.0,68.9,0.15,MEDIUM,70.2,MEDIUM,1
82.3,0,4,-0.042,40,9,71.8,80.0,370.2,76.2,78.2,-0.231,LOW,80.8,HIGH,1
97.2,0,4,0.163,49,1,80.9,92.9,443.6,96.5,83.0,0.055,LOW,84.8,HIGH,1
79.0,0,4,0.488,43,12,64.1,56.5,379.3,52.5,52.2,-0.177,LOW,63.4,HIGH,1
79.2,0,4,-0.589,36,10,76.4,73.2,384.9,69.4,77.4,0.12,LOW,81.1,HIGH,1
93.0,8,6,-0.95,53,4,95.2,87.5,440.2,89.4,91.6,0.066,LOW,88.7,HIGH,-1
84.0,0,3,0.056,39,7,90.4,67.8,444.0,78.2,83.1,0.236,LOW,75.8,HIGH,1
78.9,0,4,0.183,43,11,97.2,66.2,359.9,57.0,91.5,0.146,LOW,88.0,MEDIUM,1
76.7,0,1,-0.312,44,14,67.6,74.5,299.0,68.9,71.0,0.323,LOW,76.5,MEDIUM,1
87.6,0,3,0.374,50,7,72.0,79.2,426.9,76.5,76.2,0.584,LOW,77.8,HIGH,1
74.0,2,2,0.094,40,14,78.8,67.9,397.2,77.0,86.1,0.601,LOW,71.4,HIGH,1
94.8,8,2,-0.95,54,3,98.0,80.4,468.1,83.8,86.4,0.13,LOW,96.0,HIGH,-1
76.5,1,4,0.219,32,10,98.0,83.7,10.0,82.3,90.8,0.085,LOW,85.5,HIGH,-1
67.8,1,1,-0.153,27,13,76.4,66.5,398.3,79.7,74.7,-0.067,MEDIUM,74.6,HIGH,1
89.5,0,0,0.108,36,4,69.7,67.2,345.8,76.4,66.0,-0.043,LOW,72.6,HIGH,1
91.0,0,1,-0.065,42,4,71.3,80.6,360.8,88.8,84.8,0.097,LOW,84.8,HIGH,1
89.3,0,6,0.035,44,5,85.5,75.3,354.8,88.7,77.2,-0.205,LOW,85.8,HIGH,1
51.2,5,3,-0.242,26,25,65.4,73.1,254.6,62.3,73.5,0.175,HIGH,69.5,MEDIUM,1
53.0,4,2,0.297,25,22,59.5,79.5,274.0,64.3,60.1,-0.437,HIGH,64.5,MEDIUM,1
94.9,0,4,0.134,53,3,98.0,72.2,10.0,87.6,73.9,0.059,LOW,82.2,HIGH,-1
86.8,0,1,0.3,46,7,79.3,83.4,408.8,86.5,87.3,-0.181,LOW,83.1,HIGH,1
71.6,1,3,0.359,40,16,79.9,50.0,362.6,72.8,56.0,-0.07,LOW,66.2,MEDIUM,1
93.4,1,4,0.107,42,3,74.8,89.1,420.1,91.5,70.1,0.166,LOW,78.8,HIGH,1
63.3,2,0,0.161,37,22,49.5,72.4,326.8,67.1,69.5,-0.249,MEDIUM,58.2,MEDIUM,1
73.9,8,2,-0.95,41,15,56.5,74.5,367.5,76.0,80.1,-0.15,MEDIUM,61.5,HIGH,-1
92.2,0,2,0.194,54,5,72.4,81.4,391.4,80.1,84.7,-0.276,LOW,72.7,HIGH,1
78.5,0,1,0.432,37,10,67.3,65.6,355.2,56.2,60.0,0.348,LOW,70.9,MEDIUM,1
84.8,0,2,0.255,44,8,77.0,69.8,351.6,83.7,78.8,-0.468,LOW,77.8,HIGH,1
89.2,8,3,-0.95,49,6,69.4,70.5,459.4,69.8,60.6,-0.095,LOW,74.8,HIGH,-1
61.6,0,2,-0.163,31,20,52.5,70.2,231.0,70.5,58.9,0.23,MEDIUM,57.1,MEDIUM,1
91.6,1,1,0.088,51,5,62.3,66.1,334.7,78.4,60.7,0.301,LOW,69.4,HIGH,1
75.8,0,1,0.121,43,14,75.1,58.3,332.8,70.7,80.3,0.31,LOW,70.9,MEDIUM,1
71.7,0,5,0.006,34,13,70.5,86.9,236.6,68.0,75.7,0.201,LOW,77.8,HIGH,1
80.0,0,1,0.353,46,11,77.3,77.9,356.7,66.3,61.6,-0.197,LOW,72.8,MEDIUM,1
78.0,0,0,0.057,39,11,68.3,60.2,349.5,70.2,70.6,0.065,LOW,70.7,MEDIUM,1
79.1,1,3,0.484,41,11,96.0,85.2,362.0,81.6,88.6,-0.423,LOW,89.0,HIGH,1
84.1,0,3,0.146,43,8,62.9,69.1,358.3,78.7,63.4,-0.166,LOW,71.3,HIGH,1
77.8,1,1,-0.078,42,12,74.6,68.7,300.9,68.3,83.2,-0.253,LOW,78.5,MEDIUM,1
69.9,0,5,0.33,29,13,43.4,71.5,250.1,62.7,56.1,-0.122,LOW,55.9,MEDIUM,1
72.1,3,2,-0.137,30,12,75.8,59.0,366.2,73.1,61.5,-0.011,MEDIUM,65.1,MEDIUM,1
91.9,0,2,-0.0,41,4,71.7,87.3,407.0,100.0,73.6,-0.288,LOW,78.9,HIGH,1
73.9,1,2,0.199,31,11,55.8,67.2,326.4,75.6,57.8,0.361,LOW,61.6,MEDIUM,1
39.8,3,3,-0.695,19,29,60.3,32.7,268.5,51.9,52.9,-0.296,HIGH,53.8,MEDIUM,1
74.8,1,3,0.16,37,13,57.8,77.2,321.7,61.3,60.3,0.097,LOW,58.6,MEDIUM,1
58.6,4,2,-0.428,28,19,54.2,79.7,300.2,77.2,64.9,-0.406,HIGH,65.3,MEDIUM,1
94.3,0,2,0.779,41,2,93.8,95.0,406.7,86.1,95.8,0.058,LOW,94.6,HIGH,1
89.6,0,2,0.028,53,6,81.6,67.6,349.8,75.5,81.3,-0.302,LOW,80.7,HIGH,1
78.8,1,3,-0.202,43,11,69.7,80.3,354.5,89.3,75.8,0.335,MEDIUM,72.3,HIGH,1
63.4,1,2,-0.146,28,16,68.3,63.8,349.9,62.3,69.0,0.0,MEDIUM,68.6,MEDIUM,1
94.9,1,1,0.132,44,2,77.5,85.4,397.0,92.2,83.1,-0.109,LOW,91.3,HIGH,1
69.1,2,5,-0.007,32,15,77.2,57.3,311.2,62.7,81.3,0.144,MEDIUM,68.5,MEDIUM,1
92.1,0,7,-0.159,42,4,79.0,75.2,416.5,68.7,65.9,-0.018,LOW,69.4,HIGH,1
91.1,0,3,0.56,43,4,98.0,70.4,10.0,85.8,66.9,0.171,LOW,69.6,HIGH,-1
64.8,3,3,-0.139,28,15,49.5,50.4,308.8,61.7,54.5,0.256,HIGH,49.8,MEDIUM,1
83.1,0,3,-0.119,33,7,90.0,66.4,343.8,76.1,80.6,-0.03,LOW,79.6,HIGH,1
81.8,8,2,-0.95,36,8,58.9,77.5,356.3,81.2,61.1,0.003,LOW,66.6,HIGH,-1
83.0,0,0,0.292,42,8,85.4,64.0,432.6,85.4,64.0,-0.285,LOW,72.5,HIGH,1
82.3,0,2,0.249,35,8,65.6,77.1,313.4,78.7,77.0,0.264,LOW,74.2,MEDIUM,1
87.2,1,5,-0.264,36,5,70.6,85.8,443.7,64.5,81.0,0.044,LOW,80.9,MEDIUM,1
89.9,0,6,-0.48,50,6,94.8,92.1,455.1,99.7,84.2,0.176,LOW,89.2,HIGH,1
67.6,0,0,-0.658,34,17,60.6,87.9,335.6,79.5,83.7,-0.077,MEDIUM,76.0,MEDIUM,1
73.8,0,1,0.165,30,11,68.5,80.7,320.8,69.2,74.4,-0.432,LOW,79.4,MEDIUM,1
94.9,0,4,0.214,46,2,96.3,70.8,472.8,88.5,82.6,-0.179,LOW,82.5,HIGH,1
93.9,0,3,-0.7,42,3,89.2,87.4,421.7,77.1,78.8,-0.561,LOW,85.2,HIGH,1
94.0,0,3,0.185,42,3,98.0,91.5,10.0,71.6,84.2,-0.048,LOW,84.4,HIGH,-1
45.2,5,2,-0.472,26,31,47.6,51.0,300.7,62.2,50.0,0.311,HIGH,53.4,MEDIUM,1
87.8,0,1,-0.265,37,5,68.3,90.5,384.3,95.6,76.3,-0.255,LOW,80.0,HIGH,1
93.6,0,3,-0.087,51,3,88.4,76.2,423.7,92.4,85.6,0.472,LOW,88.1,HIGH,1
77.6,0,1,0.117,36,10,73.8,75.3,355.8,72.5,77.1,-0.231,LOW,76.2,MEDIUM,1
93.7,1,2,0.072,49,3,81.2,93.3,378.8,87.2,89.2,-0.434,LOW,88.1,HIGH,1
82.7,0,1,-0.571,41,8,98.0,72.3,10.0,73.4,63.5,-0.278,MEDIUM,71.2,HIGH,-1
62.6,0,4,0.185,27,16,57.9,65.3,285.9,54.8,65.4,0.168,LOW,67.0,MEDIUM,1
75.9,0,5,0.294,42,13,52.4,83.5,372.5,75.7,58.9,-0.04,LOW,59.9,HIGH,1
64.5,0,1,-0.204,31,17,68.7,74.1,364.1,67.9,72.7,0.195,LOW,71.9,MEDIUM,1
63.9,0,7,-0.762,31,18,72.0,47.2,303.9,49.9,62.8,0.321,MEDIUM,60.0,MEDIUM,1
64.3,2,1,-0.497,37,21,78.2,54.0,323.1,73.8,74.3,-0.236,MEDIUM,73.0,MEDIUM,1
92.3,1,5,0.08,52,4,63.8,78.9,330.2,77.6,65.1,0.153,LOW,74.4,MEDIUM,1
48.1,4,2,-0.018,19,21,67.1,58.3,180.7,69.7,58.2,-0.341,HIGH,63.7,LOW,1
84.8,0,3,0.424,44,8,76.5,70.0,395.0,84.3,73.7,-0.226,LOW,78.3,HIGH,1
94.3,0,4,0.851,41,2,94.6,99.0,407.0,94.0,91.7,0.134,LOW,94.6,HIGH,1
85.0,0,3,0.145,46,8,55.9,89.1,372.8,73.6,68.7,0.255,LOW,72.7,HIGH,1
91.9,0,3,-0.096,45,4,98.0,56.0,391.7,80.0,78.1,-0.095,LOW,82.3,HIGH,1
93.7,0,3,0.325,55,4,79.3,93.1,392.7,100.0,76.5,0.116,LOW,93.4,HIGH,1
91.9,0,0,-0.197,44,4,83.3,71.3,400.7,75.1,72.2,-0.079,LOW,74.7,HIGH,1
97.6,0,0,0.207,46,1,73.8,82.5,399.1,90.6,67.0,0.71,LOW,83.7,HIGH,1
54.9,5,4,0.394,32,27,50.6,49.0,188.9,54.0,63.0,0.045,HIGH,50.3,LOW,1
72.7,1,2,0.008,33,12,77.3,84.7,380.2,64.0,77.7,0.016,LOW,77.7,MEDIUM,1
89.4,0,1,-0.09,44,5,75.6,82.3,382.4,84.2,81.2,-0.218,LOW,78.3,MEDIUM,1
76.3,0,1,-0.317,45,14,92.5,87.9,329.5,78.7,100.0,-0.012,LOW,88.5,HIGH,1
78.4,0,0,0.144,44,12,70.7,78.1,400.0,67.3,62.5,0.1,LOW,66.9,HIGH,1
91.4,0,4,-0.349,40,4,90.7,76.7,464.3,90.0,83.0,-0.041,LOW,88.4,HIGH,1
94.1,0,1,-0.231,50,3,79.4,74.5,410.9,76.1,88.5,-0.133,LOW,79.2,HIGH,1
76.4,0,3,-0.304,43,13,39.0,57.8,295.4,63.8,47.0,0.176,MEDIUM,55.0,MEDIUM,1
92.2,0,2,0.415,46,4,76.0,78.2,382.9,88.1,85.6,-0.102,LOW,80.9,HIGH,1
91.0,1,2,0.052,39,4,89.4,83.2,370.2,75.3,67.9,0.25,LOW,91.9,HIGH,1
80.1,0,5,0.509,45,11,76.8,54.2,361.9,74.8,69.0,-0.138,LOW,74.6,MEDIUM,1
95.0,0,1,0.165,39,2,76.4,90.8,323.2,90.9,66.3,-0.141,LOW,81.4,HIGH,1
69.9,0,4,-0.386,28,12,72.6,72.3,376.2,74.1,74.3,0.219,LOW,69.1,MEDIUM,1
71.7,0,3,0.286,41,16,86.1,68.7,329.1,81.0,80.9,0.178,LOW,79.0,MEDIUM,1
72.5,0,2,0.293,33,13,84.0,61.7,295.7,64.7,68.6,0.379,LOW,81.3,MEDIUM,1
82.8,1,1,0.46,37,8,58.9,65.5,296.7,66.8,62.9,-0.206,LOW,70.4,MEDIUM,1
84.3,0,1,-0.165,38,7,77.4,76.2,373.7,58.7,82.4,0.044,LOW,80.1,HIGH,1
80.8,0,6,0.105,43,10,77.4,74.8,383.6,71.0,82.3,0.245,LOW,81.3,MEDIUM,1
84.3,0,3,-0.248,43,8,63.9,56.9,340.9,70.0,69.2,0.349,LOW,68.3,MEDIUM,1
96.4,0,4,0.173,51,2,73.7,99.0,376.6,88.7,94.2,0.271,LOW,92.4,HIGH,1
75.8,8,4,-0.95,40,13,61.3,63.8,293.6,73.4,71.9,-0.002,MEDIUM,68.4,MEDIUM,-1
84.1,0,1,-0.198,43,8,66.3,89.5,395.3,74.1,68.9,0.146,LOW,74.4,HIGH,1
80.1,0,1,-0.128,38,10,56.6,71.2,358.3,72.2,63.2,-0.323,LOW,61.8,HIGH,1
97.7,1,7,0.094,47,1,81.5,89.1,426.7,94.8,86.1,0.638,LOW,92.4,HIGH,1
69.7,1,4,0.058,29,12,78.2,68.5,294.2,77.5,72.2,0.114,MEDIUM,73.4,MEDIUM,1
92.3,0,1,-0.423,53,4,73.6,77.1,371.9,95.5,71.3,-0.019,LOW,79.2,HIGH,1
74.1,0,8,0.355,33,11,91.7,74.4,353.1,69.8,90.6,0.213,LOW,82.2,MEDIUM,1
75.6,0,3,0.201,39,12,88.2,69.0,439.9,62.8,72.3,0.015,LOW,83.3,HIGH,1
63.8,0,1,-0.126,34,19,63.1,79.9,308.0,79.3,65.0,0.521,LOW,64.9,MEDIUM,1
93.4,0,5,0.017,49,3,78.6,67.6,378.9,80.2,84.0,0.563,LOW,77.1,HIGH,1
83.6,8,4,-0.95,35,7,92.0,75.7,467.3,74.5,83.0,-0.129,LOW,85.7,HIGH,-1
82.3,0,3,0.045,44,10,67.6,69.4,388.4,67.2,71.0,0.055,LOW,75.1,HIGH,1
91.7,0,3,-0.167,49,5,83.7,87.6,437.1,78.6,88.9,0.014,LOW,82.7,HIGH,1
82.4,1,2,0.04,35,7,87.4,55.0,439.4,67.3,83.3,-0.445,LOW,78.6,HIGH,1
88.8,0,2,0.134,52,7,73.3,91.4,421.0,100.0,75.7,0.188,LOW,83.6,HIGH,1
93.5,0,4,-0.211,54,4,80.8,71.3,386.1,81.1,79.1,0.025,LOW,80.8,HIGH,1
74.4,2,3,-0.629,40,14,57.1,79.0,314.5,83.4,58.5,0.203,MEDIUM,74.3,MEDIUM,1
66.6,0,0,-0.051,39,19,54.5,48.0,313.7,52.8,55.5,-0.305,LOW,48.4,MEDIUM,1
79.7,0,3,-0.127,37,10,93.0,69.7,393.1,57.5,76.0,0.344,LOW,75.7,MEDIUM,1
93.4,0,3,-0.665,49,3,86.2,76.9,340.1,88.4,81.2,0.026,LOW,89.1,MEDIUM,1
85.6,0,3,0.135,42,7,86.2,78.9,337.3,72.7,85.1,-0.377,LOW,83.2,HIGH,1
83.6,0,0,0.051,34,7,81.5,82.2,380.3,73.3,73.5,-0.338,LOW,86.0,HIGH,1
80.7,0,3,-0.307,40,10,76.8,97.6,296.7,86.3,90.0,0.009,LOW,92.6,HIGH,1
94.4,0,2,-0.096,55,3,75.9,76.6,347.8,95.2,71.3,-0.108,LOW,82.6,HIGH,1
86.5,0,5,0.39,42,6,98.0,85.1,393.9,90.9,86.7,-0.204,LOW,90.0,HIGH,1
81.3,0,1,-0.371,39,9,98.0,71.3,10.0,70.5,57.1,0.107,LOW,72.1,HIGH,-1
84.0,0,2,-0.064,38,7,62.7,80.5,378.4,83.3,73.5,0.129,LOW,76.4,HIGH,1
80.8,0,4,0.23,40,9,67.8,60.2,389.8,75.4,75.0,0.082,LOW,64.9,MEDIUM,1
56.7,2,2,-0.709,27,20,68.1,67.6,305.7,69.0,67.2,-0.311,HIGH,68.2,MEDIUM,1
83.0,0,2,0.648,45,9,78.5,67.1,414.6,72.5,64.7,-0.005,LOW,84.7,HIGH,1
84.6,0,6,0.358,38,7,67.5,60.0,332.3,76.9,58.3,0.059,LOW,69.7,HIGH,1
93.9,0,3,0.613,43,3,77.8,80.8,361.5,89.1,76.6,-0.293,LOW,81.5,HIGH,1
87.8,1,4,0.093,52,7,73.5,80.3,372.2,85.5,72.0,0.134,LOW,76.7,HIGH,1
77.7,0,2,0.556,44,12,76.6,71.4,385.5,65.4,64.6,0.079,LOW,72.0,HIGH,1
65.7,3,2,-0.211,28,15,62.2,73.3,340.2,70.7,69.1,-0.405,MEDIUM,66.3,MEDIUM,1
81.7,8,7,-0.95,38,9,95.8,94.3,447.5,93.0,91.1,-0.206,LOW,91.2,HIGH,-1
51.5,2,3,-0.588,27,25,57.3,53.5,286.6,39.6,63.4,0.001,MEDIUM,54.1,MEDIUM,1
72.0,0,1,0.178,38,15,67.6,80.3,409.4,85.6,73.9,0.202,LOW,77.3,HIGH,1
54.5,4,4,-0.451,31,26,98.0,57.2,10.0,66.6,68.1,-0.669,HIGH,65.1,MEDIUM,-1
81.9,0,1,-0.114,46,10,82.3,80.1,375.6,83.1,79.8,0.298,LOW,85.1,HIGH,1
81.1,0,5,0.141,46,11,89.2,75.5,426.2,81.7,84.5,-0.07,LOW,79.7,HIGH,1
89.5,0,2,0.622,47,6,91.2,95.5,472.9,89.1,100.0,0.301,LOW,92.9,HIGH,1
65.9,0,1,0.145,33,17,98.0,68.8,10.0,61.2,54.0,-0.606,LOW,64.6,MEDIUM,-1
78.1,0,2,0.345,38,11,87.8,75.0,359.8,74.3,84.9,-0.219,LOW,79.7,HIGH,1
73.9,0,1,0.086,38,14,67.1,83.6,295.4,78.3,71.8,0.17,LOW,72.9,MEDIUM,1
90.1,0,3,0.125,53,6,66.8,85.3,369.7,83.2,67.9,0.283,LOW,72.3,HIGH,1
74.5,2,3,0.538,41,14,71.8,79.7,322.5,79.7,79.1,0.354,LOW,72.5,HIGH,1
68.8,2,0,-0.099,36,17,74.0,83.5,353.6,78.6,74.0,0.249,MEDIUM,78.0,MEDIUM,1
91.4,0,1,-0.7,38,4,83.3,83.2,454.5,85.1,73.3,0.013,LOW,85.9,HIGH,1
92.3,0,1,0.834,53,4,98.0,96.7,10.0,94.9,82.0,0.165,LOW,85.5,HIGH,-1
82.6,0,2,0.091,37,8,66.8,62.3,391.7,78.1,70.2,0.352,LOW,68.9,HIGH,1
64.1,8,0,-0.95,38,21,74.3,66.8,334.5,58.9,74.0,0.294,MEDIUM,66.2,MEDIUM,-1
84.9,0,3,0.16,36,6,94.0,77.6,366.7,89.4,77.1,-0.09,LOW,82.5,HIGH,1
75.2,0,3,0.119,44,14,63.2,65.6,380.6,66.3,53.1,0.205,LOW,57.2,MEDIUM,1
63.7,0,3,-0.31,27,15,77.6,75.6,378.6,73.5,74.4,0.019,LOW,69.6,HIGH,1
